age,goals,assists,annual_wage,non_penalty_goals,shot_creating_actions,passes_attempted,pass_completion,progressive_passes,progressive_carries,successful_take_ons,progressive_passes_rec,tackles,interceptions,blocks,clearances,aerials_won,penalty_play,play_time,shots_touches,position_DF,"position_DF,FW",position_FW,"position_FW,MF",position_MF,"position_MF,DF",league_Bundesliga,league_La Liga,league_Ligue 1,league_Premier League,league_Serie A
26.0,0,1,1020000.0,0.0,2.99,28.37,0.711,3.31,2.36,1.26,4.89,2.05,0.32,0.63,0.95,2.21,-0.3573753679180987,-1.6676750192955987,-0.5483700022547087,False,False,False,False,True,False,False,True,False,False,False
23.0,0,0,360000.0,0.0,0.29,41.83,0.817,2.02,0.29,0.14,0.14,3.03,1.73,1.01,5.48,2.02,-0.3573753679180987,-1.958717123130692,-1.2448624809334168,True,False,False,False,False,False,False,True,False,False,False
21.0,6,5,150000.0,0.67,2.8,52.12,0.865,5.27,2.35,1.23,4.03,3.03,1.01,1.35,0.9,1.01,-0.3573753679180987,-0.6972833696175491,1.893130906257084,False,False,False,False,True,False,False,False,True,False,False
27.0,3,4,4833857.0,0.12,3.53,35.68,0.781,3.77,6.36,2.08,11.78,0.71,0.47,0.82,0.71,0.63,-0.3573753679180987,-0.204415942499626,2.678287887939407,False,False,True,False,False,False,False,False,False,True,False
21.0,0,0,60000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.955392054716723,-2.761993637190646e-17,False,False,False,True,False,False,False,False,True,False,False
22.0,3,1,5000000.0,0.28,2.87,27.64,0.733,2.03,4.05,1.8,7.94,1.29,0.56,0.84,0.51,0.96,-0.3573753679180987,-0.7336023973300899,1.831443795468375,False,False,False,True,False,False,True,False,False,False,False
32.0,1,3,1700000.0,0.11,3.07,20.56,0.613,1.72,1.83,1.35,6.67,1.13,0.11,1.08,0.43,1.99,-0.3573753679180987,0.1841311829170476,1.8214483923595868,False,False,False,True,False,False,True,False,False,False,False
28.0,0,0,310000.0,0.0,2.12,42.12,0.719,3.33,2.12,0.15,4.39,0.76,1.06,1.36,0.76,0.76,-0.3573753679180987,-2.953461121146918,0.32186185721187677,False,False,False,False,True,False,False,False,False,False,True
29.0,0,0,2590000.0,0.0,2.0,43.37,0.854,4.53,1.58,0.42,1.26,1.47,1.11,1.26,1.32,0.89,-0.3573753679180987,0.5845928557077638,-1.112253400963885,False,False,False,False,True,False,False,False,False,False,True
27.0,2,0,2410000.0,0.36,3.1,20.95,0.704,2.37,0.55,0.55,3.28,1.28,0.18,1.09,1.46,1.64,-0.3573753679180987,-1.768323248334275,1.965524860499655,False,False,False,True,False,False,False,False,False,False,True
28.0,0,0,980000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.9624721444726765,-2.761993637190646e-17,True,False,False,False,False,False,True,False,False,False,False
23.0,3,1,2114812.0,0.19,2.06,25.92,0.696,2.0,3.5,1.31,8.43,1.06,0.44,0.62,1.44,0.94,-0.3573753679180987,0.3733086612122483,2.4782343891713543,False,True,False,False,False,False,False,False,False,True,False
26.0,0,0,900000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.5433717862800265,-2.761993637190646e-17,False,False,False,True,False,False,False,False,False,False,True
23.0,4,1,900000.0,0.27,2.45,26.43,0.732,3.82,3.13,1.29,9.47,1.91,0.41,1.02,0.48,0.75,-0.3573753679180987,0.1671965060618042,2.1687001894774736,False,False,False,True,False,False,False,False,True,False,False
26.0,0,1,900000.0,0.0,0.89,38.9,0.752,3.25,1.18,0.3,2.26,1.58,0.59,0.89,3.25,0.79,-0.3573753679180987,-1.2498660727634126,-1.739651615696055,True,False,False,False,False,False,False,False,True,False,False
24.0,0,0,730000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.1262023616571826,-2.761993637190646e-17,False,False,True,False,False,False,False,False,True,False,False
32.0,2,3,720000.0,0.03,2.94,65.57,0.78,6.03,1.31,0.57,2.94,2.29,0.8,0.91,2.09,0.23,-0.3573753679180987,2.497368251539563,-1.457645069353505,True,False,False,False,False,False,False,False,True,False,False
28.0,1,0,3021160.0,0.19,1.41,53.13,0.784,4.8,2.35,1.03,3.67,2.73,2.16,1.41,3.67,0.85,-0.3573753679180987,-1.149284613656131,-1.1986863124503335,True,False,False,False,False,False,False,False,False,True,False
27.0,5,1,540000.0,0.25,1.01,42.16,0.775,3.7,0.42,0.21,0.59,1.6,1.3,1.3,4.38,4.5,-0.3573753679180987,1.1739529497702426,0.02240365023110942,True,False,False,False,False,False,True,False,False,False,False
29.0,0,0,1500000.0,0.0,1.34,59.47,0.861,4.43,0.75,0.59,0.67,2.84,1.42,2.01,3.26,2.01,-0.3573753679180987,-0.7816488115521016,-1.6474447153221758,True,False,False,False,False,False,True,False,False,False,False
33.0,5,1,720000.0,0.19,2.36,24.53,0.628,3.01,0.89,0.31,6.37,0.7,0.42,0.89,1.35,6.06,-0.3573753679180987,1.0345570226305183,2.0650583244270386,False,False,True,False,False,False,True,False,False,False,False
28.0,0,0,1850000.0,0.0,0.69,62.94,0.884,2.35,0.41,0.69,0.28,1.66,0.69,0.69,3.87,1.24,-0.3573753679180987,-2.1614070138006034,-1.9756274301478096,True,False,False,False,False,False,False,False,False,False,True
25.0,1,0,1500000.0,0.03,1.15,56.4,0.88,4.4,0.97,0.37,0.13,0.76,0.73,1.39,3.87,2.04,-0.3573753679180987,1.966748599957996,-0.9846744460427284,True,False,False,False,False,False,False,False,True,False,False
33.0,1,0,2500000.0,0.05,2.89,64.91,0.913,5.58,2.1,0.68,1.53,1.53,0.89,1.26,1.1,0.21,-0.3573753679180987,0.0483533168941975,-1.3936615200596674,False,False,False,False,True,False,True,False,False,False,False
29.0,0,2,2420000.0,0.0,2.51,44.85,0.631,3.69,3.08,1.28,4.66,2.24,1.06,1.28,2.11,1.14,-0.3573753679180987,0.8665489210578539,-1.2913137799847123,True,False,False,False,False,False,True,False,False,False,False
21.0,3,0,900000.0,0.13,2.91,37.75,0.773,3.36,2.22,1.01,7.35,2.72,1.46,1.71,1.71,0.57,-0.3573753679180987,0.2572088410012056,-0.050168164097730665,False,False,False,True,False,False,True,False,False,False,False
22.0,2,1,604232.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.037410545832924,-2.761993637190646e-17,False,False,False,True,False,False,False,False,False,True,False
23.0,3,0,120000.0,0.19,3.71,39.58,0.731,4.47,2.66,1.05,4.28,1.43,0.38,1.14,1.62,1.33,-0.3573753679180987,-0.3365547437920557,1.045025112304553,False,False,False,True,False,False,True,False,False,False,False
34.0,0,2,2560000.0,0.0,2.99,51.27,0.812,4.53,0.97,0.32,1.62,2.75,0.4,1.54,1.7,0.57,-0.3573753679180987,-0.015940242887319,-1.6856634695110062,False,False,False,False,True,False,False,False,False,False,True
30.0,7,10,720000.0,0.13,7.28,67.21,0.667,9.6,2.68,0.78,4.47,1.8,0.65,1.57,0.59,0.26,6.352122145088681,2.1936970632618387,0.6754860704639617,False,False,False,False,True,False,True,False,False,False,False
32.0,0,0,1100000.0,0.0,1.12,57.03,0.875,4.26,0.58,0.2,0.44,0.82,0.55,1.29,4.29,0.75,-0.3573753679180987,2.0686882406571345,-1.836435650463829,True,False,False,False,False,False,True,False,False,False,False
31.0,3,4,2400000.0,0.11,2.85,26.41,0.608,3.07,0.8,0.34,6.26,1.54,0.34,0.63,0.68,1.59,3.784745054983172,0.1991788129749566,0.9231877227768466,False,False,False,True,False,False,True,False,False,False,False
31.0,0,0,600000.0,0.0,0.9,46.48,0.74,3.22,0.77,0.39,2.45,2.45,0.52,1.42,3.22,1.29,-0.3573753679180987,-1.5214259274230388,-1.595251850877431,True,False,False,False,False,False,False,True,False,False,False
23.0,11,6,1540000.0,0.26,5.19,41.74,0.804,3.5,6.23,3.45,9.11,1.35,0.42,0.65,0.29,0.39,-0.3573753679180987,2.1811970055241536,3.609786291034202,False,False,True,False,False,False,False,False,False,False,True
23.0,1,1,870000.0,0.04,3.52,48.52,0.862,4.5,2.99,1.47,2.54,1.83,0.76,0.89,1.52,0.85,-0.3573753679180987,1.1785293539784412,0.23426451472587312,False,False,False,False,True,False,False,False,True,False,False
31.0,1,0,911708.0,0.55,2.53,24.63,0.58,2.29,0.79,0.47,6.39,0.87,0.24,0.71,1.18,6.87,-0.3573753679180987,-2.510102190320338,3.8705079061836956,False,False,False,True,False,False,False,False,False,True,False
26.0,0,2,6670000.0,0.0,1.37,63.69,0.753,5.65,1.86,0.4,3.39,2.83,1.05,1.78,3.15,1.45,-0.3573753679180987,-0.5238054111313774,-1.3528711967974965,True,False,False,False,False,False,False,True,False,False,False
33.0,1,10,7250785.0,0.03,3.77,82.73,0.761,6.73,1.65,0.57,5.09,2.13,0.93,1.53,2.21,1.05,-0.3573753679180987,1.3702063952074697,-1.1613086925825022,True,False,False,False,False,False,False,False,False,True,False
27.0,0,0,420000.0,0.0,3.71,32.1,0.699,2.23,4.64,2.78,11.13,1.67,0.37,0.93,0.56,0.74,-0.3573753679180987,-1.780952332776906,0.7445154874225378,False,False,False,True,False,False,False,True,False,False,False
27.0,1,0,420000.0,0.09,2.98,40.29,0.759,4.76,1.87,1.03,4.94,3.08,0.84,1.03,1.03,1.03,-0.3573753679180987,-0.736004061945747,-0.4291041818003426,False,False,False,True,False,False,False,True,False,False,False
33.0,0,0,1000000.0,0.0,1.62,61.24,0.841,5.29,2.6,0.42,3.06,1.95,1.9,1.25,2.37,0.65,-0.3573753679180987,-0.0344499015843062,-1.658459112838232,True,False,False,False,False,False,False,True,False,False,False
34.0,3,2,650000.0,0.19,2.58,19.25,0.667,2.01,1.2,1.01,6.29,0.57,0.06,1.07,0.75,3.02,0.4299962984797824,0.527183589045859,3.7607363320732943,False,False,False,True,False,False,False,True,False,False,False
23.0,0,0,870000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.2860741320644005,-2.761993637190646e-17,False,False,False,False,False,True,True,False,False,False,False
22.0,0,1,320000.0,0.04,1.8,58.99,0.738,3.7,1.38,0.71,3.67,2.09,0.97,1.53,2.84,1.5,-0.3573753679180987,0.7134635454520778,-1.0697002194553906,True,False,False,False,False,False,True,False,False,False,False
28.0,0,1,900000.0,0.0,2.13,24.1,0.686,1.6,1.81,1.07,4.16,1.92,0.64,1.92,3.52,1.17,-0.3573753679180987,-0.6881035554283016,0.8041970328906922,True,False,False,False,False,False,False,False,False,False,True
28.0,6,2,830000.0,0.18,2.3,86.24,0.887,8.32,1.22,0.64,2.33,1.41,0.7,1.04,0.61,0.58,-0.3573753679180987,2.868293168805255,-0.844043104790981,False,False,False,False,True,False,False,True,False,False,False
34.0,0,0,800000.0,0.0,0.99,50.52,0.826,4.93,0.56,0.21,0.49,2.81,1.27,1.83,2.96,2.32,-0.3573753679180987,-0.0098496246094677,-1.239266352132255,False,False,False,False,False,True,True,False,False,False,False
27.0,3,0,1890000.0,0.16,0.91,54.72,0.88,2.4,0.8,0.27,0.48,2.03,1.17,1.81,3.47,2.08,-0.3573753679180987,0.0839495623102978,-0.37391918112175715,False,False,False,False,False,True,True,False,False,False,False
31.0,0,0,1150000.0,0.0,0.62,52.06,0.865,2.06,0.41,0.31,0.31,1.65,1.03,1.34,2.68,1.13,-0.3573753679180987,-1.3822257969196547,-1.8210219786401478,True,False,False,False,False,False,False,False,False,False,True
26.0,0,2,780000.0,0.0,1.36,41.97,0.791,3.03,1.05,0.84,3.03,2.09,1.36,0.94,3.98,1.36,-0.3573753679180987,-1.2089436350698233,-1.2412719174528088,True,False,False,False,False,False,False,False,True,False,False
32.0,0,4,6670000.0,0.0,2.16,80.8,0.898,6.96,0.86,0.36,0.99,2.11,0.55,1.22,1.17,0.44,-0.3573753679180987,2.0793012515974856,-1.5704412031917288,False,False,False,False,True,False,False,True,False,False,False
28.0,0,0,300000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.471856351651917,-2.761993637190646e-17,False,False,True,False,False,False,False,False,True,False,False
26.0,0,3,9000000.0,0.07,2.97,66.22,0.876,5.77,3.08,1.24,4.39,3.35,1.0,2.11,0.97,0.55,-0.3573753679180987,0.6936125861628543,-0.4549662473872932,False,False,False,False,False,True,True,False,False,False,False
26.0,1,0,3021160.0,0.04,0.66,45.83,0.821,3.72,0.89,0.31,0.19,1.24,1.59,1.24,4.45,2.48,-0.3573753679180987,-0.1412678866740057,-0.7946969399877887,True,False,False,False,False,False,False,False,False,True,False
32.0,0,0,930000.0,0.0,0.38,54.5,0.912,1.92,0.0,0.19,0.38,1.73,0.38,1.92,3.65,3.84,-0.3573753679180987,-2.0080778321720905,-1.714242540763585,True,False,False,False,False,False,False,False,False,False,True
28.0,0,3,4531741.0,0.0,3.21,74.5,0.796,5.17,3.44,0.63,7.75,2.43,1.17,1.1,1.64,0.39,-0.3573753679180987,-1.4337173587811245,-0.8951363852241334,True,False,False,False,False,False,False,False,False,True,False
25.0,6,1,770000.0,0.23,2.92,36.77,0.737,4.98,1.05,0.54,3.35,1.4,0.89,0.93,1.28,1.98,-0.3573753679180987,1.854083802613182,0.5311993187436437,False,False,False,False,True,False,False,False,False,False,True
27.0,2,1,1040000.0,0.14,1.58,44.17,0.796,4.82,1.01,0.43,1.37,2.23,1.58,1.01,1.22,1.3,-0.3573753679180987,-0.4649629477183696,-0.7646783071674427,False,False,False,False,True,False,True,False,False,False,False
22.0,1,2,1030000.0,0.08,2.02,78.8,0.893,3.96,0.51,0.59,1.01,0.93,1.09,1.01,1.01,0.34,-0.3573753679180987,-0.9909000515457158,-0.5496150228585889,False,False,False,False,True,False,False,False,False,False,True
26.0,2,1,2416928.0,0.1,1.33,39.79,0.753,3.0,1.08,0.49,1.52,1.87,1.23,1.28,3.88,3.1,-0.3573753679180987,0.8394888453077324,-0.2996169320405753,True,False,False,False,False,False,False,False,False,True,False
25.0,0,2,3000000.0,0.0,3.04,56.83,0.764,5.78,3.2,2.05,7.15,2.74,1.14,1.29,1.67,2.28,-0.3573753679180987,-0.1609729382586627,-0.7097360135630882,False,True,False,False,False,False,False,False,True,False,False
29.0,3,0,7552901.0,0.09,0.4,36.14,0.835,1.6,0.2,0.06,0.06,0.77,0.94,1.17,5.14,1.97,-0.3573753679180987,2.358270141968275,-1.233282079664574,True,False,False,False,False,False,False,False,False,True,False
37.0,4,2,1400000.0,0.19,3.5,31.57,0.813,2.93,1.78,0.45,5.66,0.64,0.19,0.57,0.45,0.25,2.997373388585291,0.1467019022493122,0.962360624384982,False,False,False,True,False,False,False,False,True,False,False
28.0,0,2,840000.0,0.0,1.25,34.89,0.787,3.63,0.65,0.24,0.18,1.84,1.55,0.89,2.2,1.43,-0.3573753679180987,0.254559247748886,-1.4816470062121891,False,False,False,False,True,False,False,False,True,False,False
28.0,1,2,410000.0,0.05,1.81,26.66,0.571,1.37,3.18,1.52,6.95,1.42,0.54,0.68,1.52,0.49,-0.3573753679180987,0.946777561443284,-0.2907535364373609,False,False,False,True,False,False,False,False,True,False,False
23.0,3,5,150000.0,0.17,3.41,19.42,0.597,2.41,3.41,1.85,5.93,0.73,1.9,1.01,0.78,0.34,-0.3573753679180987,0.445667659613892,1.4163594358854497,False,False,False,True,False,False,False,True,False,False,False
28.0,0,1,510000.0,0.0,1.63,39.02,0.845,3.88,1.55,0.82,1.63,2.12,0.82,1.1,1.18,1.18,-0.3573753679180987,0.9114750109816936,-1.0730804993557495,False,False,False,False,True,False,False,False,False,False,True
31.0,2,1,720000.0,0.03,2.26,58.72,0.852,6.23,1.19,1.42,1.54,2.52,1.9,0.95,1.87,0.45,-0.3573753679180987,2.372430321480179,-1.260631872929636,False,False,False,False,True,False,False,False,True,False,False
30.0,1,0,1390000.0,0.14,0.43,42.86,0.877,0.57,0.29,0.14,0.0,1.29,2.71,1.43,5.57,1.14,-0.3573753679180987,-1.85031403142602,-1.372263575768305,True,False,False,False,False,False,False,False,False,False,True
31.0,0,0,6000000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.959897566379602,-2.761993637190646e-17,True,False,False,False,False,False,False,False,True,False,False
22.0,6,2,510000.0,0.18,4.61,38.59,0.755,3.33,2.34,1.76,3.41,1.39,0.4,0.95,0.99,0.51,1.319999010333596,1.7297186245317462,0.21792911897686737,False,False,False,False,True,False,False,False,False,False,True
29.0,1,0,5560000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.2679770702536404,-2.761993637190646e-17,False,False,False,False,True,False,False,False,False,True,False
24.0,4,1,1680000.0,0.13,2.0,31.68,0.734,3.14,0.77,0.5,1.67,2.2,1.3,1.6,1.97,1.3,-0.3573753679180987,1.936226495568797,0.04682615425029325,False,False,False,False,True,False,True,False,False,False,False
29.0,3,5,5770000.0,0.0,2.64,71.45,0.882,6.88,0.96,0.36,0.55,1.77,1.17,1.03,1.77,0.38,4.674747766836986,2.282120168972342,-1.195629329228531,False,False,False,False,True,False,False,False,False,False,True
29.0,12,1,5438089.0,0.64,3.4,34.5,0.737,3.96,3.2,1.2,7.52,1.4,0.48,1.16,0.56,0.28,-0.3573753679180987,0.8902118585549141,2.9111909765529957,False,False,False,True,False,False,False,False,False,True,False
29.0,0,0,850000.0,0.0,3.36,59.46,0.685,3.87,2.07,0.6,2.32,1.72,0.86,1.46,2.58,0.77,-0.3573753679180987,-0.7958089910640058,-0.9932627110777311,True,False,False,False,False,False,True,False,False,False,False
28.0,3,0,840000.0,0.44,1.75,17.21,0.729,1.31,1.17,0.58,3.94,0.73,0.0,0.88,1.6,3.21,-0.3573753679180987,-1.5257273972217256,2.2490191345203168,False,False,True,False,False,False,False,False,True,False,False
31.0,6,3,1890000.0,0.25,2.96,33.6,0.781,3.5,1.14,0.68,5.32,1.52,1.18,0.93,1.01,1.31,-0.3573753679180987,1.2379175635965474,1.0227211867042298,False,False,False,True,False,False,True,False,False,False,False
23.0,3,4,7270000.0,0.14,4.56,61.11,0.818,7.1,3.5,1.98,8.39,1.75,0.37,0.6,0.28,0.28,-0.3573753679180987,0.1644490144913144,0.643785169001618,False,False,False,True,False,False,False,False,True,False,False
24.0,1,1,120000.0,0.04,0.74,37.49,0.74,2.46,0.12,0.25,0.7,1.76,0.98,1.27,3.49,2.71,-0.3573753679180987,1.5103918745750278,-1.2090698592256404,False,False,False,False,True,False,True,False,False,False,False
24.0,1,0,1540000.0,0.1,0.68,71.99,0.877,4.33,0.73,0.16,0.1,1.36,0.89,0.94,3.76,3.6,-0.3573753679180987,0.2111642528943191,-1.0418974355358488,True,False,False,False,False,False,False,False,False,False,True
26.0,10,9,7250785.0,0.41,4.15,33.36,0.716,3.41,4.28,2.47,9.46,0.66,0.41,0.74,0.29,0.62,-0.3573753679180987,1.4316005535546266,2.272810787798751,False,False,False,True,False,False,False,False,False,True,False
25.0,2,0,990000.0,0.05,0.89,60.83,0.852,4.22,0.57,0.44,0.16,3.21,2.11,1.36,3.73,2.37,-0.3573753679180987,1.3375804437710486,-1.4508520860588063,True,False,False,False,False,False,False,False,True,False,False
30.0,1,2,2500000.0,0.05,2.47,47.28,0.804,4.83,3.46,0.99,4.17,2.58,0.66,0.99,0.38,0.33,-0.3573753679180987,0.6228825811486541,0.11207140502562894,False,False,False,False,True,False,True,False,False,False,False
37.0,1,0,3500000.0,0.0,0.66,44.23,0.786,2.87,0.0,0.11,0.11,0.77,1.1,1.21,4.41,1.32,1.319999010333596,-2.013870632881506,-1.711638548196263,True,False,False,False,False,False,True,False,False,False,False
35.0,4,1,1300000.0,0.57,2.01,22.5,0.554,2.29,0.14,0.0,5.73,0.14,0.0,0.29,1.0,8.17,-0.3573753679180987,-1.2980332684625182,3.546789312653651,False,False,True,False,False,False,False,False,False,False,True
31.0,1,2,5560000.0,0.04,2.67,54.68,0.775,3.04,6.12,1.42,4.29,1.21,0.17,0.92,1.08,0.29,-0.3573753679180987,-0.0406425407942534,-0.7297592432746459,True,False,False,False,False,False,False,False,False,False,True
22.0,1,0,190000.0,0.15,1.06,55.15,0.846,2.58,0.91,0.15,3.33,2.27,0.76,1.21,1.97,0.61,-0.3573753679180987,-1.4863941887570344,-1.470244465029615,True,False,False,False,False,False,True,False,False,False,False
20.0,0,0,2719044.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.0028536608266974,-2.761993637190646e-17,False,False,False,False,True,False,False,False,False,True,False
21.0,1,1,6042321.0,0.04,1.48,60.76,0.836,3.79,1.0,0.44,1.18,2.22,1.18,1.26,3.23,2.27,-0.3573753679180987,0.4870567057394075,-1.0565023965325129,True,False,False,False,False,False,False,False,False,True,False
27.0,0,3,2416928.0,0.0,2.46,48.23,0.764,4.59,0.65,0.68,0.48,1.94,2.04,1.1,1.52,1.32,-0.3573753679180987,2.32480062675832,-1.6144339462679898,False,False,False,False,True,False,False,False,False,True,False
32.0,3,1,4833857.0,0.07,1.44,102.21,0.92,4.66,0.92,0.2,0.37,0.92,0.87,1.51,2.53,1.68,-0.3573753679180987,2.4323601546894578,-0.5391184629849758,True,False,False,False,False,False,False,False,False,True,False
24.0,6,3,770000.0,0.28,2.68,58.68,0.882,4.58,1.81,0.44,4.55,1.31,0.59,0.87,0.97,1.15,-0.3573753679180987,2.11272688003497,0.8132058650861942,False,False,False,False,True,False,False,False,False,False,True
28.0,0,0,1480000.0,0.07,4.16,47.23,0.72,5.57,1.19,0.22,7.28,1.26,0.59,0.59,1.04,0.67,-0.3573753679180987,-2.9624721444726765,-0.04956973685096261,False,False,False,False,True,False,False,False,False,False,True
23.0,0,1,320000.0,0.0,2.07,54.08,0.756,3.87,1.3,0.99,2.61,2.02,0.81,1.21,2.52,0.85,-0.3573753679180987,0.7268112895772232,-1.0918744510797898,True,False,False,False,False,False,False,False,False,False,True
24.0,3,0,120000.0,0.09,0.66,58.88,0.827,3.87,0.63,0.41,0.16,1.17,1.45,0.91,3.24,1.98,-0.3573753679180987,1.9809087794699003,-1.3042688958333597,True,False,False,False,False,False,False,False,True,False,False
21.0,0,0,120000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.6227129761194514,-2.761993637190646e-17,False,False,False,False,False,True,True,False,False,False,False
24.0,1,3,360000.0,0.05,2.58,30.71,0.728,2.81,5.07,1.01,7.93,0.83,0.28,0.6,0.46,0.0,-0.3573753679180987,1.0493608466656912,0.9337167061444408,False,False,False,True,False,False,True,False,False,False,False
26.0,0,1,7250785.0,0.0,0.93,60.27,0.927,3.98,1.19,0.53,0.13,1.46,0.8,1.73,3.32,0.53,-0.3573753679180987,-1.565264647550608,-1.9800267044554356,True,False,False,False,False,False,False,False,False,True,False
25.0,0,1,1812696.0,0.0,1.61,53.47,0.751,3.33,0.94,0.1,1.82,1.4,0.94,1.2,4.0,1.51,-0.3573753679180987,0.1714582117019462,-1.6142560861817215,True,False,False,False,False,False,False,False,False,True,False
23.0,1,1,450000.0,0.03,0.85,57.84,0.824,4.54,0.51,0.19,0.45,1.55,0.77,1.44,4.27,2.0,-0.3573753679180987,1.9645468545926048,-1.2546800239559368,True,False,False,False,False,False,False,False,True,False,False
23.0,2,3,550000.0,0.1,2.56,44.38,0.8,3.5,2.63,0.87,5.43,2.22,1.07,1.25,2.53,1.0,-0.3573753679180987,1.4852897381675618,-0.45296068206673945,True,False,False,False,False,False,False,False,False,True,False
22.0,4,1,560000.0,0.25,1.84,17.01,0.693,1.47,1.04,0.74,4.97,1.04,0.0,1.23,0.98,1.41,-0.3573753679180987,0.0988992940500368,1.6815127488365513,False,False,True,False,False,False,False,False,False,False,True
35.0,2,0,1670000.0,0.42,0.83,56.77,0.861,3.88,1.25,0.0,1.11,1.11,0.83,1.25,3.18,1.38,-0.3573753679180987,-1.5447659211241904,-1.2866393751088745,True,False,False,False,False,False,False,False,False,False,True
23.0,8,3,460000.0,0.3,1.64,15.86,0.598,0.6,0.34,0.37,3.96,0.67,0.11,0.63,1.19,3.32,-0.3573753679180987,2.1450550139029554,1.2601689862177325,False,False,True,False,False,False,False,False,False,False,True
27.0,8,3,6480000.0,0.29,3.18,40.06,0.763,3.91,1.81,0.86,4.13,1.62,0.86,1.37,1.24,0.64,1.319999010333596,0.7892136799474793,0.7150471157386157,False,False,False,False,True,False,False,False,False,False,True
22.0,1,0,560000.0,0.04,0.37,48.28,0.842,2.54,0.66,0.04,0.37,1.64,1.11,2.05,3.93,2.5,-0.3573753679180987,0.908256788365352,-1.0496769897438334,True,False,False,False,False,False,False,False,False,False,True
29.0,0,0,740000.0,0.0,2.1,51.78,0.808,2.29,1.34,0.76,4.39,1.34,0.96,1.15,2.48,0.57,-0.3573753679180987,-1.851997036359163,-1.3190517169162927,True,False,False,False,False,False,False,False,False,False,True
22.0,0,0,130000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.853625327495001,-2.761993637190646e-17,True,False,False,False,False,False,False,False,True,False,False
20.0,4,3,380000.0,0.19,2.34,33.7,0.655,2.53,3.14,0.66,6.33,0.8,0.19,0.89,0.75,1.17,-0.3573753679180987,1.06159009260779,0.9405745364271012,False,False,False,True,False,False,False,False,False,False,True
26.0,5,5,4720000.0,0.16,3.8,43.83,0.737,5.25,2.7,1.25,6.03,1.8,0.47,0.86,0.51,0.39,2.997373388585291,1.518461435809081,0.576388916313441,False,False,False,True,False,False,True,False,False,False,False
24.0,0,1,3300000.0,0.0,0.72,50.5,0.829,2.77,0.41,0.27,0.03,2.46,1.5,0.99,4.65,3.11,-0.3573753679180987,1.2912380380957262,-1.1392798975503904,True,False,False,False,False,False,False,True,False,False,False
